Issuer_Name,State_Abb,Jurisdiction_Type,Entity_Type,Controlling_Jurisdiction,Ultimate_Political_Jurisdiction,lat,lng,formatted_address,place_id,location_type,geo_source,match_method
Trego County Rural Water District No 2,KS,SPECIAL_DISTRICT,Special district,Trego County,Trego County,38.9900316,-99.8124935,"Trego County, KS, USA",ChIJPerenrwGoYcRPe9IsIzl2Qs,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Trenton Public Schools School District,NJ,SCHOOL_DISTRICT,School district,Trenton Public Schools,Trenton Public Schools,40.2219013,-74.7629661,"Trenton City School District, Trenton, NJ, USA",ChIJtTUMbsxZwYkRfJo6Q2rxH8s,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Tri-County Regional Water Distribution District,AR,MULTI_JURISDICTIONAL,Regional commission,Tri-County Region,Tri-County Region,35.3424278,-93.1307429,"5306 N Arkansas Ave, Russellville, AR 72802, USA",ChIJm6-_e_ZSzIcRI1DS9N9BIf4,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Tri-Valley School District,SD,SCHOOL_DISTRICT,School district,Tri-Valley,Tri-Valley,43.7698518,-96.9638624,"Tri-Valley School District 49-6, SD, USA",ChIJx-6VwQ0wiYcRzQfrTuup9I8,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Triborough Bridge & Tunnel Authority,NY,STATE,Authority/Agency,New York,State of New York,40.7127753,-74.0059728,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Trinity Public Utilities District,CA,SPECIAL_DISTRICT,Special district,Trinity County (CA),Trinity County (CA),40.7126279,-122.925476,"PO Box 1416, 26 Ponderosa Ln, Weaverville, CA 96093, USA",ChIJa6F5FM1T0lQRInVOahgJfFM,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Triview Metropolitan District,CO,MULTI_JURISDICTIONAL,Regional commission,Triview Metropolitan District,Triview Metropolitan District,39.067427,-104.8484636,"16055 Old Forest Point STE 300, Monument, CO 80132, USA",ChIJx43musOtbIcRZCwVRJLzh3A,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Trust for Cultural Resources of The City of New York/The,NY,CITY,Trust/Fund,New York City,City of New York City,40.7012709,-73.80702250000002,"92-16 147th Pl, Jamaica, NY 11435, USA",ChIJWzlSScVgwokRGA3SjJWAlG8,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
Tualatin Hills Park & Recreation District,OR,SPECIAL_DISTRICT,Special district,Beaverton area (OR),Beaverton area (OR),45.520298,-122.8372986,"Tualatin Hills Park & Recreation District, 15707 SW Walker Rd, Beaverton, OR 97006, USA",ChIJXcaWuSAPlVQR9zcWcTxIRXQ,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Unicoi County Water Utility District,TN,COUNTY,Authority/Agency,Unicoi County,Unicoi County,36.073032,-82.5185837,"Unicoi County, TN, USA",ChIJUVTfKpBvWogR7fifASuvo7Y,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Union Township Board of Education/Union County,NJ,SCHOOL_DISTRICT,School district,Union Township,Union Township,40.6963917,-74.2699775,"Union, NJ, USA",ChIJm6qdb5-tw4kRTAVvGSoycAU,APPROXIMATE,GoogleGeocodingAPI,FUZZY_UPJ
University Area Joint Authority Sewer Revenue,PA,MULTI_JURISDICTIONAL,Authority/Agency,University Area (PA),University Area (PA),41.2033216,-77.1945247,"Pennsylvania, USA",ChIJieUyHiaALYgRPbQiUEchRsI,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
University of Arizona/The,AZ,STATE,Public university,Arizona/The,State of Arizona,33.4480967,-112.0970236,"1700 W Washington St, Phoenix, AZ 85007, USA",ChIJZaHOni0SK4cRroxWdOv1J3Q,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
University of Arkansas,AR,STATE,Public university,Arkansas,State of Arkansas,34.7469598,-92.28905,"500 Woodlane St, Little Rock, AR 72201, USA",ChIJlak53Fu70ocR-0-Av2EQh3c,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
University of Cincinnati,OH,STATE,Public university,Ohio,State of Ohio,39.1014537,-84.5124602,"Cincinnati, Hamilton County, Ohio, United States",,,Nominatim/OSM,EXACT_ISSUER
University of Colorado,CO,STATE,Public university,Colorado,State of Colorado,39.73932509999999,-104.9848069,"200 E Colfax Ave, Denver, CO 80203, USA",ChIJGclBlCp5bIcRjwqRDQIXohI,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
University of Michigan,MI,STATE,Public university,Michigan,State of Michigan,42.7336274,-84.55539440000001,"100 N Capitol Ave, Lansing, MI 48933, USA",ChIJG_4fx9fBIogRzK2YacbutBY,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
University of Nebraska Facilities Corp/The,NE,STATE,Public university,Nebraska Facilities Corp/The,State of Nebraska,40.8079243,-96.6997142,"1445 K St, Lincoln, NE 68508, USA",ChIJEZQDF_m-locRmpgAh227SJo,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
University of North Dakota,ND,STATE,Public university,North Dakota,State of North Dakota,47.5514926,-101.0020119,"North Dakota, USA",ChIJY-nYVxKD11IRyc9egzmahA0,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
University of Utah/The,UT,STATE,Public university,Utah/The,State of Utah,40.7823938,-111.8997244,"Capitol Hill, Salt Lake City, UT, USA",ChIJietYAPH1UocRchXBQEVcs6Q,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
University of Wisconsin Hospitals & Clinics,WI,STATE,Public university,Wisconsin Hospitals & Clinics,State of Wisconsin,43.0747008,-89.3841491,"2 E Main St, Madison, WI 53702, USA",ChIJ5YH4falWBogR5Lpub1B0OVA,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Upper Blackstone Water Pollution Abatement District,MA,MULTI_JURISDICTIONAL,Special district,Worcester area municipalities (MA),Worcester area municipalities (MA),42.2117302,-71.7879237,"50 US-20, Millbury, MA 01527, USA",ChIJc3M1YpcF5IkRvZs6-j3p-xg,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Upper Brushy Creek Water Control and Improvement District,TX,SPECIAL_DISTRICT,Special district,Upper Brushy Creek,Upper Brushy Creek,31.9685988,-99.9018131,"Texas, USA",ChIJSTKCCzZwQIYRPN4IGI8c6xY,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Upper Deerfield Township Board of Education,NJ,SCHOOL_DISTRICT,School District,Upper Deerfield Township,Upper Deerfield Township,40.6963917,-74.2699775,"Union, NJ, USA",ChIJm6qdb5-tw4kRTAVvGSoycAU,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Upper Eagle Regional Water Authority,CO,MULTI_JURISDICTIONAL,Regional commission,Upper Eagle Region,Upper Eagle Region,39.5500507,-105.7820674,"Colorado, USA",ChIJt1YYm3QUQIcR_6eQSTGDVMc,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Upper Mohawk Valley Regional Water Finance Authority,NY,MULTI_JURISDICTIONAL,Regional commission,Upper Mohawk Valley,Upper Mohawk Valley,40.714565,-74.01114600000001,"255 Greenwich St 6th floor, New York, NY 10007, USA",ChIJ3Z6yJiJawokR58r48-dMRxI,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Upper Sandusky Exempted Village School District,OH,SCHOOL_DISTRICT,School district,Upper Sandusky Exempted Village,Upper Sandusky Exempted Village,40.8043646,-83.2934086,"Upper Sandusky Exempted Village School District, OH, USA",ChIJhU34fflAOYgRMppmmie14OI,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Upper Santa Ana River Watershed Infrastructure Financing Auth & San Bernadino,CA,MULTI_JURISDICTIONAL,Financing authority,San Bernardino area municipalities,San Bernardino area municipalities,34.0690499,-117.2875848,"Santa Ana River Trail, San Bernardino, CA, USA",Ei5TYW50YSBBbmEgUml2ZXIgVHJhaWwsIFNhbiBCZXJuYXJkaW5vLCBDQSwgVVNBIi4qLAoUChIJp_feWJWt3IARvp1KJV2isdsSFAoSCfO4_eJ9U8OAEY3Ch4x4xmco,GEOMETRIC_CENTER,GoogleGeocodingAPI,EXACT_ISSUER
Upper Trinity Regional Water District,TX,MULTI_JURISDICTIONAL,Regional commission,Upper Trinity Region,Upper Trinity Region,33.0550655,-96.991853,"900 N Kealy St, Lewisville, TX 75057, USA",ChIJCepDgBkuTIYRxTHI5uT6PBg,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Utah Associated Municipal Power Systems,UT,MULTI_JURISDICTIONAL,Public utility,Multiple Utah municipalities,Multiple Utah municipalities,40.7606608,-111.8939487,"Utah, USA",ChIJzfkTj8drTIcRP0bXbKVK370,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Utah State University,UT,STATE,Public university,Utah,State of Utah,40.7823938,-111.8997244,"Capitol Hill, Salt Lake City, UT, USA",ChIJietYAPH1UocRchXBQEVcs6Q,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Utah Transit Authority,UT,MULTI_JURISDICTIONAL,Authority/Agency,"Salt Lake, Utah, Davis, Weber, Tooele, Box Elder Counties","Salt Lake, Utah, Davis, Weber, Tooele, Box Elder Counties",40.22326200000001,-111.6599268,"690 S University Ave, Provo, UT 84601, USA",ChIJLRJcyluXTYcRwbpcfofhnEY,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Utility Debt Securitization Authority,NY,STATE,Financing authority,New York,State of New York,40.7127753,-74.0059728,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Vallecitos Water District,CA,SPECIAL_DISTRICT,Special district,Vallecitos,Vallecitos,33.1444483,-117.1787656,"201 Vallecitos De Oro, San Marcos, CA 92069, USA",ChIJKbgS-lt13IARxTifvMbJvpI,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Vermont Economic Development Authority,VT,STATE,Financing authority,Vermont,State of Vermont,44.26246,-72.5803691,"115 State St, Montpelier, VT 05633, USA",ChIJ79D85IyntUwREEkLZRb0W_Q,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Vermont Educational & Health Buildings Financing Agency,VT,STATE,Financing authority,Vermont,State of Vermont,44.26246,-72.5803691,"115 State St, Montpelier, VT 05633, USA",ChIJ79D85IyntUwREEkLZRb0W_Q,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Vermont Municipal Bond Bank,VT,STATE,Bond bank,Vermont,State of Vermont,44.26246,-72.5803691,"115 State St, Montpelier, VT 05633, USA",ChIJ79D85IyntUwREEkLZRb0W_Q,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Vernon Township Board of Education,NJ,SCHOOL_DISTRICT,School District,Vernon Township,Vernon Township,40.6963917,-74.2699775,"Union, NJ, USA",ChIJm6qdb5-tw4kRTAVvGSoycAU,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Village of Antioch IL,IL,CITY,Direct government,Antioch,City of Antioch,42.4772418,-88.0956396,"Antioch, IL 60002, USA",ChIJHS3wKJKGD4gR4zw8VWRrn9U,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Village of Bensenville IL,IL,CITY,Direct government,Bensenville,City of Bensenville,41.9550296,-87.94006569999999,"Bensenville, IL, USA",ChIJiXHgQZKzD4gR-D-v7o7FA_c,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Village of Firth NE,NE,CITY,Direct government,Firth,City of Firth,40.5338503,-96.6063196,"Firth, NE 68358, USA",ChIJPY36ci-PlocRyCZ2RKZmKjg,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Village of Granville OH,OH,CITY,Direct government,Granville,City of Granville,40.06811920000001,-82.51960369999999,"Granville, OH, USA",ChIJMQs-WiE-OIgR8MXR0X0LCTk,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Village of Hebron OH Sewer System Revenue,OH,CITY,Direct government,Hebron,Village of Hebron,39.9617305,-82.4912676,"Hebron, OH 43025, USA",ChIJcTCVP70TOIgRHB-zh_wq0aM,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Village of Hebron OH Water System Revenue,OH,CITY,Direct government,Hebron,Village of Hebron,39.9617305,-82.4912676,"Hebron, OH 43025, USA",ChIJcTCVP70TOIgRHB-zh_wq0aM,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Village of Kenilworth IL,IL,CITY,Direct government,Kenilworth,City of Kenilworth,42.085862,-87.71756069999999,"Kenilworth, IL 60043, USA",ChIJ0cjBjwrGD4gR3Ae12yufq2Q,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Village of Park Forest IL,IL,CITY,Direct government,Park Forest,City of Park Forest,41.4914236,-87.6744891,"Park Forest, IL, USA",ChIJiSeCMREaDogRWhqGSLc3X4o,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Ward Two Water District of Livingston Parish,LA,COUNTY,Special district,"of Livingston Parish, LA","of Livingston Parish, LA",30.5090081,-90.9379132,"30772 Carter Dr, Denham Springs, LA 70726, USA",ChIJP1P9uM6_JoYRR1ijywzC3BY,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Warm Springs Reservation Confederated Tribe,OR,OTHER,Tribal government,Warm Springs Reservation,Warm Springs Reservation,44.7637164,-121.2656994,"2112 Wasco St, Warm Springs, OR 97761, USA",ChIJh5_NN8zzvlQRFJyQp5pU49I,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Warren School District No 1,AR,SCHOOL_DISTRICT,School district,Warren,Warren,33.6431187,-92.1843285,"Warren School District, AR, USA",ChIJJ3TzdAaYLYYRGWlzjCTmRs8,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Warren Water District Service Area 6,AR,SPECIAL_DISTRICT,Special district,Warren,Warren,41.3585234,-93.5466028,"1204 E 2nd Ave, Indianola, IA 50125, USA",ChIJrYVtO1qw7ocRHhKRx7Gv9S4,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Warren Woods Public Schools,MI,SCHOOL_DISTRICT,School district,Warren Woods,Warren Woods,42.5027173,-82.98241209999999,"Warren Woods Public Schools, Warren, MI, USA",ChIJW0k7VfrZJIgRWwPOKDrCxyw,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Wasatch Integrated Waste Management District,UT,MULTI_JURISDICTIONAL,Special district,Davis and Morgan Counties (UT),Davis and Morgan Counties (UT),41.11078029999999,-111.9323146,"1997 E 3500 N, Layton, UT 84040, USA",ChIJS2P2WrMGU4cRKDBjLyrlGxQ,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Washington Economic Development Finance Authority,WA,STATE,Financing authority,Washington,State of Washington,47.0359422,-122.9044453,"Washington State Capitol Building, 416 Sid Snyder Ave SW, Olympia, WA 98504, USA",ChIJdSCDzv10kVQRHJ4tYFkIlQA,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Washington Metropolitan Area Transit Authority Dedicated Revenue,DC,MULTI_JURISDICTIONAL,Authority/Agency,"DC, Maryland, Virginia metro area","DC, Maryland, Virginia metro area",38.8950982,-77.0363849,"Washington, District of Columbia, United States",,,Nominatim/OSM,FUZZY_ISSUER
Washington State Convention Center Public Facilities District,WA,STATE,Special district,Washington,State of Washington,47.7510741,-120.7401386,"Washington, USA",ChIJ-bDD5__lhVQRuvNfbGh4QpQ,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Washington State University,WA,STATE,Public university,Washington,State of Washington,47.0359422,-122.9044453,"Washington State Capitol Building, 416 Sid Snyder Ave SW, Olympia, WA 98504, USA",ChIJdSCDzv10kVQRHJ4tYFkIlQA,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Washington Suburban Sanitary Commission,MD,MULTI_JURISDICTIONAL,Regional commission,"Montgomery County, Prince Georges County (MD)","Montgomery County, Prince Georges County (MD)",39.0457549,-76.64127119999999,"Maryland, USA",ChIJ35Dx6etNtokRsfZVdmU3r_I,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Wayne County Water & Sewer Authority,NY,COUNTY,Authority/Agency,Wayne County,Wayne County,40.6940971,-73.9845211,"15 MetroTech Center #15, Brooklyn, NY 11201, USA",ChIJW_6G50pawokRkIsJB1mhj4U,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
West Genesee Central School District,NY,SCHOOL_DISTRICT,School district,West Genesee Central,West Genesee Central,43.0600485,-76.29425069999999,"West Genesee Central School District, NY, USA",ChIJR8BVphX62YkRafoB_QLmRY0,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
West Harris County Municipal Utility District No 5,TX,SPECIAL_DISTRICT,Special district,West Harris County,West Harris County,29.7613842,-95.3607816,"1001 Preston St #938, Houston, TX 77002, USA",ChIJB_rIYyW_QIYROoD01I33vXE,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
West Williamson County Municipal Utility District No 1,TX,SPECIAL_DISTRICT,Special district,West Williamson County,West Williamson County,30.7591685,-97.6982272,"Williamson County, TX, USA",ChIJmaNjTwxHW4YRKTlbS_ZU6JM,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
West Williamson County Municipal Utility District No 2,TX,SPECIAL_DISTRICT,Special district,West Williamson County,West Williamson County,30.5084906,-97.6325394,"2601 Forest Creek Dr, Round Rock, TX 78665, USA",ChIJQ4fnghXQRIYRYnmIxGNHBus,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
Westchester County Industrial Development Agency,NY,COUNTY,Development corporation,Westchester County,Westchester County,41.1220194,-73.7948516,"Westchester County, NY, USA",ChIJr1lrnWrJwokRidu9ImLYDjc,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Western Minnesota Municipal Power Agency,MN,MULTI_JURISDICTIONAL,Public utility,Western Minnesota,Western Minnesota,46.1519043,-96.1831165,"Western, MN 56537, USA",ChIJqX761tBkyVIRFCWnc_SDBFA,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Western Nassau County Water Authority,NY,COUNTY,Authority/Agency,Western Nassau County,Western Nassau County,40.6940971,-73.9845211,"15 MetroTech Center #15, Brooklyn, NY 11201, USA",ChIJW_6G50pawokRkIsJB1mhj4U,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Western Placer Waste Management Authority,CA,MULTI_JURISDICTIONAL,Authority/Agency,Placer County municipalities (CA),Placer County municipalities (CA),38.8374513,-121.3481851,"3195 Athens Ave, Lincoln, CA 95648, USA",ChIJ_wTgEl4jm4AR_OONTINZ-O0,ROOFTOP,GoogleGeocodingAPI,EXACT_ISSUER
Western Riverside Council of Governments,CA,MULTI_JURISDICTIONAL,Regional commission,Western Riverside County municipalities,Western Riverside County municipalities,33.9825358,-117.3757665,"Riverside, CA, USA",ChIJu330f9-m3IAR6ApeEwXXofc,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Western Washington University,WA,STATE,Public university,Washington,State of Washington,47.0359422,-122.9044453,"Washington State Capitol Building, 416 Sid Snyder Ave SW, Olympia, WA 98504, USA",ChIJdSCDzv10kVQRHJ4tYFkIlQA,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Westminster School District,CA,SCHOOL_DISTRICT,School district,Westminster,Westminster,33.7531536,-118.0010421,"Westminster School District, CA, USA",ChIJi3RAxwIm3YARqCSSl6wxVbQ,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Westwood Heights Schools,MI,SCHOOL_DISTRICT,School district,Mount Morris Township (MI),Mount Morris Township (MI),43.0721475,-83.75178509999999,"Westwood Heights Schools, Mount Morris Township, MI, USA",ChIJ7U8MklGDI4gRQVLMBgKGMmU,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Wheaton School District No R-III,MO,SCHOOL_DISTRICT,School district,Wheaton,Wheaton,36.76745349999999,-94.0388918,"Wheaton R-III School District, MO, USA",ChIJ5avZwFDCyIcRyIv4MaY37U8,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Wilkinsburg-Penn Joint Water Authority/The,PA,MULTI_JURISDICTIONAL,Authority/Agency,Wilkinsburg-Penn,Wilkinsburg-Penn,40.4571063,-79.86339629999999,"2200 Robinson Blvd, Pittsburgh, PA 15221, USA",ChIJp22aqkjsNIgRA6uoJoQRS0M,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
Will County Community Consolidated School District No 30 Troy,IL,SCHOOL_DISTRICT,School district,Will County Community Consolidated,Will County Community Consolidated,41.5054724,-88.0900762,"Will County, IL, USA",ChIJuwvCvgOLDogRSNhOfXa7wKA,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Williamson County Municipal Utility District No 22,TX,SPECIAL_DISTRICT,Special district,Williamson County,Williamson County,30.81499659999999,-97.6088379,"113 Limestone Terrace, Jarrell, TX 76537, USA",ChIJ4S88yvwlRYYRyz0iTZID7tg,ROOFTOP,GoogleGeocodingAPI,FUZZY_ISSUER
Willingboro Township School District,NJ,SCHOOL_DISTRICT,School district,Willingboro Township,Willingboro Township,40.028848,-74.89164579999999,"Willingboro Township School District, Willingboro, NJ, USA",ChIJ1Xvh0ehLwYkRCeLM_7kcl10,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Williston State College,ND,STATE,Public university,North Dakota,State of North Dakota,47.5514926,-101.0020119,"North Dakota, USA",ChIJY-nYVxKD11IRyc9egzmahA0,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Willoughby-Eastlake City School District,OH,SCHOOL_DISTRICT,School district,Willoughby-Eastlake City,Willoughby-Eastlake City,41.6287807,-81.4169093,"Willoughby-Eastlake City School District, OH, USA",ChIJxRUC2YmpMYgRakh89rQnCe8,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Windsor Central School District,NY,SCHOOL_DISTRICT,School district,Windsor Central,Windsor Central,42.0781716,-75.667356,"Windsor Central School District, NY, USA",ChIJP8yiLawd24kRjmF6wqL8sqg,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Winona Independent School District No 861,MN,SCHOOL_DISTRICT,School district,Winona,Winona,44.0553908,-91.6663523,"Winona, MN 55987, USA",ChIJtS6Jk3Nt-YcRD2aiM8I1xwY,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Wood Trace Municipal Utility District No 1,TX,SPECIAL_DISTRICT,Special district,Wood Trace,Wood Trace,30.157064,-95.6727482,"Woodtrace, TX 77362, USA",ChIJ3XhV6BMpR4YRUoSaWYwdrxw,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Woodland Finance Authority,CA,CITY,Financing authority,Woodland,City of Woodland,38.678482,-121.7733922,"300 1st St, Woodland, CA 95695, USA",ChIJJ6z4heTQhIARy1FcSHI4-JA,ROOFTOP,GoogleGeocodingAPI,EXACT_UPJ
Xenia Community School District,OH,SCHOOL_DISTRICT,School district,Xenia Community,Xenia Community,39.6368201,-83.91089680000002,"Xenia Community City School District, OH, USA",ChIJS-LgaVG9QIgRiZLzLghXCYQ,APPROXIMATE,GoogleGeocodingAPI,EXACT_ISSUER
Yamhill County School District No 1 Yamhill-Carlton,OR,SCHOOL_DISTRICT,School district,Yamhill County,Yamhill County,45.37440230000001,-123.279109,"Yamhill-Carlton School District 1, OR, USA",ChIJk5sofEA6lVQRF6rT5VYBoV0,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Yellow Springs Exempt Village School District,OH,SCHOOL_DISTRICT,School district,Yellow Springs Exempt Village,Yellow Springs Exempt Village,39.8064486,-83.88687399999999,"Yellow Springs, OH 45387, USA",ChIJmVOU9klfP4gRIKdTAvtrIrk,APPROXIMATE,GoogleGeocodingAPI,FUZZY_ISSUER
Yuba City Public Financing Authority,CA,CITY,Financing authority,Yuba City,City of Yuba City,39.1406607,-121.6177394,"Yuba City, CA, USA",ChIJN7FwxXGrhIARAiXwBR1wP00,APPROXIMATE,GoogleGeocodingAPI,EXACT_UPJ
Aliquippa Municipal Water Authority Water & Sewer Revenue,PA,SPECIAL_DISTRICT,Special district,Aliquippa Municipal,Aliquippa Municipal,40.6102386,-80.267726,"Aliquippa, Beaver County, Pennsylvania, United States",,,Nominatim/OSM,NEW_GEOCODE
Bakerhill Water Authority,AL,SPECIAL_DISTRICT,Special district,Bakerhill,Bakerhill,31.781203,-85.3016983,"Bakerhill, Barbour County, Alabama, United States",,,Nominatim/OSM,NEW_GEOCODE
Bayonne School District,NJ,SCHOOL_DISTRICT,School District,Bayonne,City of Bayonne,40.6687141,-74.1143091,"Bayonne, Hudson County, New Jersey, 07002, United States",,,Nominatim/OSM,NEW_GEOCODE
City of Arvada CO Wastewater Revenue,CO,CITY,Direct Government,Arvada,City of Arvada,39.8005505,-105.0811573,"Arvada, Jefferson County, Colorado, United States",,,Nominatim/OSM,NEW_GEOCODE
City of Arvada CO Water Revenue,CO,CITY,Direct Government,Arvada,City of Arvada,39.8005505,-105.0811573,"Arvada, Jefferson County, Colorado, United States",,,Nominatim/OSM,NEW_GEOCODE
City of Aubrey TX,TX,CITY,Direct government,Aubrey,City of Aubrey,33.3142085,-96.9756323,"Aubrey, Denton County, Texas, United States",,,Nominatim/OSM,NEW_GEOCODE
City of Bedford IN Sewage Works Revenue,IN,CITY,Direct government,Bedford IN,City of Bedford IN,38.8611619,-86.4872149,"Bedford, Lawrence County, Indiana, 47421, United States",,,Nominatim/OSM,NEW_GEOCODE
City of Bedford IN Waterworks Revenue,IN,CITY,Direct government,Bedford IN,City of Bedford IN,38.8611619,-86.4872149,"Bedford, Lawrence County, Indiana, 47421, United States",,,Nominatim/OSM,NEW_GEOCODE
City of Burlington VT Electric System Revenue,VT,CITY,Direct government,Burlington VT,City of Burlington VT,44.4796492,-73.212554,"Bickford USA, 28, Church Street, Downtown, Burlington, Chittenden County, Vermont, 05401, United States",,,Nominatim/OSM,NEW_GEOCODE
City of Charleston SC Waterworks & Sewer System Revenue,SC,CITY,Direct government,Charleston SC,City of Charleston SC,32.792293,-79.9408832,"Bobbles & Lace, 577, King Street, Midtown, Wraggborough, Charleston, Charleston County, South Carolina, 29403, United States",,,Nominatim/OSM,NEW_GEOCODE
City of Dardanelle AR Water & Sewer Revenue Sales & Use Tax,AR,CITY,Direct Government,Dardanelle,City of Dardanelle,35.2231408,-93.1579532,"Dardanelle, Yell County, Arkansas, 72834, United States",,,Nominatim/OSM,NEW_GEOCODE
City of Elmendorf TX,TX,CITY,Direct government,Elmendorf,City of Elmendorf,29.2560731,-98.3327903,"Elmendorf, Bexar County, Texas, United States",,,Nominatim/OSM,NEW_GEOCODE
City of Fort Wayne IN Sewage Works Revenue,IN,CITY,Direct government,Fort Wayne IN,City of Fort Wayne IN,41.0158282,-85.1198334,"Murphy USA, Southtown Crossing, Fort Wayne, Allen County, Indiana, 48606, United States",,,Nominatim/OSM,NEW_GEOCODE
City of Girard KS,KS,CITY,Direct Government,Girard,City of Girard,37.5111596,-94.8380215,"Girard, Crawford County, Kansas, 66743, United States",,,Nominatim/OSM,NEW_GEOCODE
City of Hamilton OH Wastewater System Revenue,OH,CITY,Direct government,Hamilton OH,City of Hamilton OH,39.0998,-84.5119363,"Cincinnati USA Regional Chamber, 3, East 4th Street, Central Business District, Cincinnati, Hamilton County, Ohio, 45202, United States",,,Nominatim/OSM,NEW_GEOCODE
City of Jeffersonville IN Sewage Works Revenue,IN,CITY,Direct government,Jeffersonville IN,City of Jeffersonville IN,38.2770227,-85.7371604,"Jeffersonville, Clark County, Indiana, United States",,,Nominatim/OSM,NEW_GEOCODE
